is_pancake,recipe_id,servings,flour,eggs,baking_powder,baking_soda,butter,oil,buttermilk,fruit,milk,sugar,water,total_volume,std_volume,total_liquid,std_liquid,prop_liquid,total_fat,prop_fat
1,263964,6,1,3,NA,NA,0.125,NA,NA,NA,1,0.25,NA,2.38541665,0.39756944166666663,1,0.16666666666666666,0.4192139767281326,0.125,0.052401747091016575
1,13940,6,1,NA,0.0208333,0.01041665,NA,0.125,NA,1,1,NA,0.5,3.1614582749999998,0.5269097125,1.5,0.25,0.4744645886556893,0.125,0.039538715721307446
1,214499,8,1.25,1,0.03124995,0.0208333,0.0625,0.25,1.25,NA,NA,0.25,NA,4.1249999,0.5156249875,2.25,0.28125,0.5454545586776863,0.3125,0.0757575775941231
1,218304,4,1.5,2,0.0416666,NA,0.25,NA,1,NA,0.3125,1.125,NA,4.9166663999999995,1.2291665999999999,1.3125,0.328125,0.2669491670209718,0.25,0.05084746038494701
1,260895,6,2,2,0.0833332,NA,NA,0.25,NA,2.5,2,NA,NA,4.499999799999999,0.7499999666666666,2,0.3333333333333333,0.4444444641975318,0.25,0.055555558024691476
1,246873,6,2,NA,NA,NA,NA,NA,NA,NA,0.75,0.0208333,NA,6.296874924999999,1.0494791541666666,2,0.3333333333333333,0.31761786978800444,0,0
1,246160,4,0.5,5,0.0208333,0.0208333,NA,0.25,NA,2,NA,NA,NA,0.8763018833333334,0.21907547083333334,0,0,0,0.25,0.28528981251190966
1,206080,7,1,1,0.05208325,NA,0.125,NA,NA,NA,0.75,0.125,NA,2.0833331999999998,0.2976190285714285,0.75,0.10714285714285714,0.3600000230400015,0.125,0.06000000384000025
1,245290,8,2,4,0.0625,NA,NA,0.25,NA,NA,NA,NA,NA,2.3437499499999994,0.2929687437499999,0,0,0,0.25,0.10666666894222229
1,36900,6,1,6,NA,NA,0.25,NA,NA,NA,1,NA,NA,2.2526041625,0.37543402708333334,1,0.16666666666666666,0.44393063665929366,0.25,0.11098265916482342
1,257217,4,1,1,NA,NA,NA,NA,NA,2,0.5,NA,NA,2.5418293604166666,0.6354573401041667,1.5,0.375,0.5901261600637558,0,0
1,191710,5,0.75,2,0.01041665,0.01041665,0.1875,NA,1.25,NA,NA,0.125,NA,3.09374995,0.61874999,1.25,0.25,0.40404041057035006,0.1875,0.06060606158555251
1,255820,6,1,3,0.01041665,0.01041665,NA,NA,NA,NA,0.6666666666666666,NA,NA,1.7812499166666667,0.29687498611111113,0.6666666666666666,0.1111111111111111,0.3742690233576151,0,0
1,33101,8,1.25,3,NA,NA,0.25,NA,NA,20,2,0.125,NA,3.63541665,0.45442708125,2,0.25,0.5501432689977915,0.25,0.06876790862472394
1,16718,5,1.75,3,0.0833332,NA,NA,NA,NA,NA,1.5,0.1041665,NA,3.645833,0.7291666,1.5,0.3,0.41142860904490136,0.1875,0.05142857613061267
1,244767,8,1,1,0.0208333,0.01041665,0.625,NA,NA,NA,0.75,1.21875,NA,4.08333315,0.51041664375,0.75,0.09375,0.18367347763431943,0.625,0.15306123136193284
1,260549,6,1,4,NA,NA,0.375,NA,NA,0.25,2,0.125,NA,3.5624999,0.5937499833333334,2,0.3333333333333333,0.5614035245306253,0.375,0.10526316084949223
1,245536,2,0.8333333333333333,2,NA,0.01041665,NA,0.03124995,NA,0.3333333333333333,NA,NA,0.1875,1.0846353166666667,0.5423176583333333,0.1875,0.09375,0.17286916359706095,0.03124995,0.028811481167733195
1,270136,4,1,1,0.0208333,0.015624975,0.0625,NA,NA,1,0.75,NA,NA,1.9335936583333333,0.4833984145833333,0.75,0.1875,0.38787880626711646,0.0625,0.03232323385559304
