recipe_id,is_pancake,servings,agave,baking_powder,baking_soda,bran,butter,buttermilk,cheese,chocolate,cornmeal,cream,cream_cheese,eggs,flour,frosting,fruit,fruit_juice,honey,low_cal_sweetener,margarine,mayonnaise,milk,mix,molasses,nut,oats,oil,other,salt,shortening,sour_cream,spice,starch,sugar,syrup,vanilla,vegetable,vinegar,water,wheat_germ,yeast,yogurt
213590,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.03124995,NA,NA,0.01041665,NA,2.3346354166666665,NA,0.0208333,NA,NA,0.5,NA,0.1041665,NA
47903,0,10,NA,NA,0.01041665,NA,0.25,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208333,0.0013020833333333333,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
73264,0,12,NA,NA,0.0416666,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015624975,NA,NA,0.5,NA,NA,NA,NA,NA,NA,1
162395,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36355,0,6,NA,0.0208333,0.01041665,NA,0.375,NA,NA,NA,NA,0.125,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01041665,NA,0.75,0.75,NA,0.25,NA,0.0208333,NA,NA,NA,NA,NA,NA
38783,0,12,NA,0.03124995,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,0.75,0.25,NA,NA,NA,NA,0.75,NA,NA,1.3333333333333333,NA,0.25,NA,0.005208325,NA,NA,NA,NA,0.5,NA,0.0208333,NA,NA,NA,NA,NA,NA
214662,0,9,NA,NA,NA,NA,0.3125,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01041665,NA,0.0208333,NA,NA,NA,NA,0.1875,NA,NA,0.5,NA,0.25,NA,NA,NA
216540,0,10,NA,0.0625,NA,NA,0.3333333333333333,NA,NA,NA,NA,NA,NA,2,1.25,NA,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.01041665,NA,0.125,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
214067,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.125,0.005208325,0.026041625,NA,NA,0.0026041625,NA,0.375,NA,0.03124995,NA,NA,0.75,NA,0.03124995,NA
220452,0,12,NA,0.0625,0.0208333,NA,0.5,1,NA,NA,NA,NA,NA,1,4,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01041665,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA
231961,0,24,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1.3333333333333333,NA,0.0208333,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
231428,0,12,NA,0.005208325,0.005208325,NA,NA,NA,NA,NA,NA,NA,NA,1,0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,0.005208325,NA,NA,0.005208325,NA,0.5,NA,NA,1,NA,NA,NA,NA,NA
6910,0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.5,NA,0.5,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,0.0625,0.5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.046875,NA
7205,0,24,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,NA,NA,NA,0.0625,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,2.125,NA,0.046874925,NA
21389,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0.1875,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17920,0,12,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,NA,0.03124995,NA,NA,0.005208325,NA,0.0625,NA,NA,NA,NA,1.3333333333333333,NA,0.03124995,NA
17990,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3.25,NA,NA,NA,NA,NA,0.25,NA,NA,1.125,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,0.03125,NA
17097,0,15,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,6,NA,2,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,0.0416666,0.0416666,NA,NA,0.03124995,NA,1,NA,NA,NA,NA,0.5,NA,0.0625,NA
239856,0,6,NA,0.0625,0.01041665,NA,0.25,NA,1.5,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,1
254770,0,12,NA,0.0416666,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,1,NA,NA,NA,NA,NA,0.3333333333333333,NA,NA,0.01041665,NA,0.3333333333333333,NA,0.01041665,NA,NA,NA,NA,0.8125,NA,NA,NA,NA,NA,NA,NA,NA
242456,0,18,NA,NA,NA,NA,0.5,NA,0.25,NA,NA,NA,NA,1,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,NA,0.0208333,NA,NA,NA,NA,0.25,NA,NA,NA,NA,1,NA,0.03125,NA
13676,0,12,NA,0.0624999,0.0208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,NA,0.5,NA,NA,NA,NA,0.01041665,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
17056,0,10,NA,0.0625,NA,NA,0.5,NA,NA,NA,NA,NA,NA,1,1.75,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,0.625,NA,NA,0.125,0.005208325,NA,NA,NA,NA,0.4583333333333333,NA,0.0208333,NA,NA,NA,NA,NA,NA
18521,0,10,NA,NA,NA,NA,0.1875,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005208325,NA,NA,NA,NA,0.125,NA,NA,NA,NA,0.75,NA,0.03125,NA
24017,0,16,NA,NA,NA,NA,1.25,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,0.03124995,NA,NA,NA,NA,0.3333333333333333,NA,NA,NA,NA,1,NA,0.03125,NA
6883,0,30,NA,NA,NA,NA,0.1875,NA,NA,NA,0.25,NA,NA,NA,7,NA,0.25,NA,0.25,NA,NA,NA,0.5,NA,NA,NA,NA,0.3333333333333333,NA,0.05208325,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,2.25,NA,0.0625,NA
6838,0,24,NA,0.03124995,NA,NA,0.0416666,NA,NA,NA,NA,NA,NA,3,3,NA,NA,0.25,NA,NA,NA,NA,1.5,NA,NA,0.1354166,NA,1.125,NA,0.03124995,NA,NA,NA,NA,3,NA,0.0416666,NA,NA,NA,NA,NA,NA
6707,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,1.5,NA,0.25,NA,NA,NA,NA,0.0625,0.3333333333333333,NA,NA,NA,1,NA,NA,NA,NA,1.5,NA,0.11249999999999999,NA
229351,0,12,NA,0.0208333,0.0208333,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.5,NA,0.0208333,NA,NA,0.09375,NA,2.25,NA,0.0625,3,NA,NA,NA,NA,NA
218585,0,12,NA,0.125,NA,NA,1.0833332,NA,NA,NA,NA,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,0.1041665,NA,2.1666666,NA,NA,NA,NA,NA,NA,NA,NA
223137,0,12,NA,NA,0.01041665,NA,0.25,NA,NA,NA,NA,NA,NA,2,1,NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,NA,0.2916666,NA,0.01041665,NA,NA,NA,NA,0.5,NA,0.01041665,0.6666666666666666,NA,1,NA,NA,NA
205526,0,18,NA,0.0208333,0.03124995,NA,0.5,NA,NA,NA,NA,NA,NA,3,2.6666666666666665,NA,1,2,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,1.625,0.015624975,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA
24576,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.130208325,NA,NA,NA,NA,0.01041665,NA,NA,NA,NA,0.75,NA,0.03124995,NA
56565,0,11,NA,0.015624975,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.01041665,NA,NA,NA,NA,0.0208333,1,NA,NA,NA,NA,NA,NA,NA
139673,0,8,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,2,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,0.1875,NA,NA,NA,NA,0.1875,NA,0.0026041625,NA,NA,NA,NA,0.5,NA,0.01041665,NA,NA,NA,NA,NA,NA
171476,0,12,NA,0.0208333,NA,NA,0.3333333333333333,NA,NA,NA,NA,NA,NA,1,1.6666666666666665,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0.25,NA,NA,0.0625,0.01041665,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
169917,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,0.0416666,NA,NA,NA,NA,0.75,NA,NA,NA,NA,1.75,NA,0.078125,NA
190997,0,24,NA,NA,NA,NA,1.5,NA,NA,NA,NA,0.5,NA,1,4.125,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.01041665,NA,NA,NA,NA,0.1875,NA,NA,NA,NA,0.3125,NA,0.0625,NA
60861,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,NA,0.25,NA,0.026041625,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,1.5625,NA,0.03125,NA
223316,0,12,NA,0.0208333,NA,NA,0.1875,NA,0.75,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
222563,0,20,NA,NA,0.03124995,NA,NA,NA,NA,NA,NA,NA,NA,4,3.5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0.0208333,NA,NA,NA,NA,1.5,NA,0.0416666,2,NA,NA,NA,NA,0.5
7207,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,NA,0.6666666666666666,NA,2,0.0625,NA,0.0625,NA,NA,NA,NA,0.3333333333333333,NA,NA,NA,NA,2,NA,0.0625,NA
7151,0,12,NA,0.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2.25,NA,3,0.5,NA,NA,0.25,NA,0.5,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
7020,0,15,NA,NA,NA,NA,NA,NA,NA,0.25,0.5,NA,NA,NA,4.583333333333333,NA,NA,NA,NA,NA,NA,NA,2,NA,0.25,NA,NA,0.125,NA,0.027777733333333332,NA,NA,NA,NA,0.16666666666666666,NA,NA,NA,NA,NA,NA,0.055555466666666664,NA
17486,0,16,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,0.3541666333333333,NA,0.0625,NA
17601,0,12,NA,NA,0.0208333,NA,NA,0.3125,NA,NA,NA,NA,NA,2,1.75,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA,NA,1,NA,0.0208333,NA,NA,NA,NA,NA,NA
15383,0,4,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,8,2.5,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,0.005208325,NA,NA,NA,NA,0.0625,NA,0.0208333,NA,NA,NA,NA,0.03125,NA
15490,0,20,NA,0.0208333,0.0208333,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5,NA,2,NA,0.75,NA,NA,NA,0.5,NA,NA,1,1,0.3333333333333333,NA,0.01041665,NA,NA,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235220,0,18,NA,NA,0.03124995,NA,NA,NA,NA,1,NA,NA,NA,2,2.25,NA,NA,NA,NA,NA,NA,NA,0.3333333333333333,NA,0.25,NA,NA,0.3333333333333333,NA,0.005208325,NA,NA,0.09374985,NA,1,NA,0.0208333,1,NA,NA,NA,NA,NA
15402,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6666666666666665,NA,NA,0.5,NA,NA,0.0625,NA,0.75,NA,NA,NA,0.5,NA,NA,0.0208333,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,0.046874925,NA
16705,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,3,NA,NA,NA,NA,NA,0.125,NA,NA,0.5,NA,0.5,NA,0.005208325,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
16961,0,20,NA,NA,0.0208333,NA,NA,NA,NA,NA,NA,NA,1,4,3,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,0.0208333,0.0208333,NA,NA,0.0208333,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
17113,0,10,NA,0.0625,NA,NA,NA,NA,NA,0.125,NA,NA,NA,1,1.5,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,1,0.25,NA,0.005208325,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
18516,0,8,NA,0.0208333,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,2.5,NA,NA,NA,NA,NA,0.25,NA,NA,0.01041665,NA,NA,NA,0.0013020833333333333,NA,0.5,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
18012,0,12,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,2,0.5,NA,NA,NA,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
7008,0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,NA,1,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,0.03124995,1,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.09375,NA
6998,0,32,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0416666,NA,NA,NA,NA,0.3333333333333333,NA,NA,1,NA,1.5,NA,0.0625,NA
7112,0,12,NA,0.03124995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,NA,1.3333333333333333,NA,NA,NA,NA,NA,0.75,NA,NA,0.01041665,NA,NA,NA,0.01041665,NA,NA,0.015624975,NA,0.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA
7217,0,12,NA,NA,NA,NA,0.125,NA,0.3958333333333333,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,0.5989583083333333,0.03124995,NA,NA,0.5,NA,0.125,NA,NA,NA,NA,1.375,NA,0.05208325,NA
223601,0,14,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,1,3.75,NA,NA,NA,NA,NA,0.0625,NA,1.25,NA,NA,NA,NA,NA,NA,0.015624975,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,0.026041625,NA
214647,0,8,NA,0.0625,NA,NA,0.375,NA,1.25,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.0208333,0.0338541125,0.0208333,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,NA,NA,NA,NA
206174,0,16,NA,0.0625,NA,NA,0.1875,NA,NA,NA,0.5,NA,NA,2,1.5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.3333333333333333,1,0.01041665,NA,NA,NA,NA,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA
204983,0,16,NA,0.0416666,0.01041665,NA,0.5,NA,0.3333333333333333,NA,0.25,NA,NA,2,2.25,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.125,0.7916666,0.01041665,NA,0.5,NA,NA,0.125,NA,NA,1.5,NA,NA,NA,NA,NA
228430,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03124995,0.25,NA,NA,NA,NA,NA,NA,NA,NA,1.25,NA,NA,NA
230083,0,40,NA,NA,0.015624975,NA,2.25,NA,NA,NA,NA,NA,NA,8,6.75,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015624975,NA,2,NA,NA,4.75,NA,NA,NA,NA,NA,NA,NA,NA
75590,0,40,NA,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.005208325,NA,NA,NA,NA,0.25,NA,0.01041665,NA,NA,NA,NA,NA,NA
24519,0,12,NA,NA,0.0208333,NA,0.125,NA,NA,NA,NA,NA,NA,2,1.5,NA,2,NA,NA,NA,NA,NA,0.5,NA,NA,0.5,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,0.03125,NA
37720,0,12,NA,0.01041665,0.0208333,NA,0.5,NA,NA,NA,NA,NA,NA,2,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,1.5,0.005208325,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,1,NA,NA,NA
41581,0,12,NA,NA,0.0625,NA,NA,1.25,NA,NA,NA,NA,1,2,2.59375,NA,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,0.0208333,NA,0.25,NA,NA,1.5,NA,0.0208333,NA,NA,NA,NA,NA,NA
112845,0,15,NA,0.0833332,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.3333333333333335,NA,3,0.25,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,0.0208333,0.5,NA,0.005208325,NA,0.25,NA,NA,NA,NA,NA,0.5,NA,NA
100481,0,10,NA,0.05208325,NA,NA,NA,NA,1.5,NA,NA,0.5,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.3333333333333333,0.05208325,0.015624975,NA,NA,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85508,0,18,NA,0.0208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0013020833333333333,NA,NA,NA,NA,0.1875,NA,NA,NA,NA,NA,NA,NA,NA
143051,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35488,0,12,NA,0.0625,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,2,2.5,NA,1.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,1
52775,0,6,NA,0.0833332,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,1.75,NA,NA,NA,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5
233927,0,10,NA,NA,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.03124995,NA,NA,NA,NA,0.03124995,NA,NA,NA,NA,1.5,NA,0.03125,NA
215623,0,10,NA,NA,0.0208333,NA,0.5,NA,NA,NA,NA,NA,NA,1,1.5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01041665,NA,NA,0.015624975,NA,0.5,NA,0.0208333,NA,NA,NA,NA,NA,0.25
7219,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7136,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,0.5,NA,1,NA,NA,0.125,NA,NA,NA,0.0416666,NA,NA,NA,NA,0.07291655,NA,NA,NA,NA,NA,NA,0.0625,NA
6966,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,NA,NA,NA,0.13541665,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,1.7708333,NA,0.026041625,NA
6967,0,12,NA,0.03124995,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2,0.01041665,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
18013,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,1.0625,NA,0.03125,NA
20829,0,12,NA,NA,NA,NA,0.25,NA,NA,1,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,0.0208333,NA,0.25,NA,NA,NA,NA,0.25,NA,0.03125,NA
20813,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,0.0625,0.125,NA,NA,NA,0.6874999666666666,NA,NA,NA,NA,3.25,NA,0.0625,NA
22391,0,12,NA,NA,0.0026041625,NA,NA,NA,NA,NA,0.0625,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.0416666,NA,NA,NA,NA,0.25,NA,0.03125,NA
23385,0,12,NA,0.0208333,0.0208333,NA,0.5,0.5,NA,NA,NA,NA,NA,1,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.0013020833333333333,NA,NA,0.0416666,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
17236,0,30,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,6,5,NA,1.5,NA,1,NA,NA,NA,1.5833333333333333,NA,NA,1.5,NA,NA,NA,0.0208333,NA,NA,0.0625,NA,0.25,NA,NA,NA,NA,NA,NA,0.03124995,NA
17709,0,10,NA,0.0208333,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,0.6666666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1875,NA,NA,NA,NA,0.03124995,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
235666,0,12,NA,0.03124995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,0.01041665,NA,NA,NA,NA,0.75,NA,0.0416666,NA,NA,NA,NA,NA,0.5
238958,0,16,NA,0.25,NA,NA,1.5,1.75,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254934,0,12,NA,0.015624975,0.015624975,NA,NA,NA,NA,NA,NA,0.5,0.6666666666666666,2,1.25,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2708333,NA,0.01041665,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA
259139,0,8,NA,0.0208333,NA,NA,0.5,NA,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.01041665,0.01041665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255939,0,4,NA,0.01041665,0.005208325,NA,0.25,NA,NA,NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,0.3125,NA,NA,NA,NA,NA,NA,0.0026041625,NA,NA,0.0208333,NA,0.3125,NA,NA,NA,0.0208333,NA,NA,NA,NA
242470,0,6,NA,0.005208325,NA,NA,0.1875,NA,NA,NA,NA,NA,NA,3,0.25,NA,0.5,NA,0.1875,NA,NA,NA,NA,NA,NA,0.0026041625,NA,NA,NA,0.005208325,NA,NA,NA,NA,NA,NA,0.005208325,NA,NA,NA,NA,NA,NA
246125,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03124995,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,0.03125,NA
238864,0,15,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0208333,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,1.5,NA,0.1041665,NA
239012,0,24,NA,0.01041665,0.0416666,NA,NA,NA,NA,1,NA,NA,NA,4,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.25,0.03124995,NA,NA,0.0624999,NA,2,NA,NA,1.875,NA,0.6666666666666666,NA,NA,NA
